locus_tag	ftype	length_bp	gene	EC_number	COG	product
DMAJDCCL_01524	CDS	1017	ansA	3.5.1.1	COG0252	L-asparaginase 1
DMAJDCCL_01525	CDS	1857	sppA	3.4.21.-	COG0616	Protease 4
DMAJDCCL_01526	CDS	552	ydjA	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YdjA
DMAJDCCL_01527	CDS	1044	selD	2.7.9.3	COG0709	Selenide, water dikinase
DMAJDCCL_01528	CDS	1962	topB	5.6.2.1	COG0550	DNA topoisomerase 3
DMAJDCCL_01529	CDS	1041	ynjI			Inner membrane protein YnjI
DMAJDCCL_01530	CDS	1344	gdhA	1.4.1.4	COG0334	NADP-specific glutamate dehydrogenase
DMAJDCCL_01531	CDS	273				hypothetical protein
DMAJDCCL_01532	CDS	408	nudG	3.6.1.65	COG0494	CTP pyrophosphohydrolase
DMAJDCCL_01533	CDS	621	ynjF		COG0558	Inner membrane protein YnjF
DMAJDCCL_01534	CDS	1308	ynjE	2.8.1.1	COG2897	Thiosulfate sulfurtransferase YnjE
DMAJDCCL_01535	CDS	654	fbpC2	7.2.2.7	COG3842	Fe(3+) ions import ATP-binding protein FbpC 2
DMAJDCCL_01536	CDS	1536	ynjC		COG4135	Inner membrane ABC transporter permease protein YnjC
DMAJDCCL_01537	CDS	1167	ynjB		COG4134	Protein YnjB
DMAJDCCL_01538	CDS	549				hypothetical protein
DMAJDCCL_01539	CDS	705	ydjZ_1		COG0398	TVP38/TMEM64 family inner membrane protein YdjZ
DMAJDCCL_01540	CDS	678				hypothetical protein
DMAJDCCL_01541	CDS	711	ydjZ_2		COG0398	TVP38/TMEM64 family inner membrane protein YdjZ
DMAJDCCL_01542	CDS	807	xthA	3.1.11.2	COG0708	Exodeoxyribonuclease III
DMAJDCCL_01543	CDS	1221	astC	2.6.1.81	COG4992	Succinylornithine transaminase
DMAJDCCL_01544	CDS	1035	astA	2.3.1.109	COG3138	Arginine N-succinyltransferase
DMAJDCCL_01545	CDS	1479	astD	1.2.1.71	COG1012	N-succinylglutamate 5-semialdehyde dehydrogenase
DMAJDCCL_01546	CDS	1344	astB	3.5.3.23	COG3724	N-succinylarginine dihydrolase
DMAJDCCL_01547	CDS	969	astE	3.5.1.96	COG2988	Succinylglutamate desuccinylase
DMAJDCCL_01548	CDS	486	spy		COG3678	Periplasmic chaperone Spy
DMAJDCCL_01549	CDS	576	ves		COG3758	Protein Ves
DMAJDCCL_01550	CDS	888	cho	3.1.25.-	COG0322	Excinuclease cho
DMAJDCCL_01551	CDS	828	nadE	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
DMAJDCCL_01552	CDS	339	osmE			Osmotically-inducible putative lipoprotein OsmE
DMAJDCCL_01553	CDS	321	chbB	2.7.1.196	COG1440	PTS system N,N'-diacetylchitobiose-specific EIIB component
DMAJDCCL_01554	CDS	1359	chbC_1		COG1455	PTS system N,N'-diacetylchitobiose-specific EIIC component
DMAJDCCL_01555	CDS	351	chbA_1		COG1447	PTS system N,N'-diacetylchitobiose-specific EIIA component
DMAJDCCL_01556	CDS	840	chbR			HTH-type transcriptional regulator ChbR
DMAJDCCL_01557	CDS	1353	chbF	3.2.1.86	COG1486	6-phospho-beta-glucosidase
DMAJDCCL_01558	CDS	759	chbG	3.5.1.105	COG3394	Chitooligosaccharide deacetylase ChbG
DMAJDCCL_01559	CDS	2262	katE	1.11.1.6	COG0753	Catalase HPII
DMAJDCCL_01560	CDS	243	cedA			Cell division activator CedA
DMAJDCCL_01561	CDS	369				hypothetical protein
DMAJDCCL_01562	CDS	981			COG3039	IS5 family transposase ISKpn26
DMAJDCCL_01563	CDS	237				hypothetical protein
DMAJDCCL_01564	CDS	1392	tcyP		COG1823	L-cystine uptake protein TcyP
DMAJDCCL_01565	CDS	591	ydjM		COG1988	Inner membrane protein YdjM
DMAJDCCL_01566	CDS	669	hxpB	3.1.3.68	COG0637	Hexitol phosphatase B
DMAJDCCL_01567	CDS	537				hypothetical protein
DMAJDCCL_01568	CDS	861		2.7.1.-	COG3001	putative ketoamine kinase
DMAJDCCL_01569	CDS	291				hypothetical protein
DMAJDCCL_01570	CDS	930	pfkB	2.7.1.11	COG1105	ATP-dependent 6-phosphofructokinase isozyme 2
DMAJDCCL_01571	CDS	759				hypothetical protein
DMAJDCCL_01572	CDS	108	yniD			putative protein YniD
DMAJDCCL_01573	CDS	681				hypothetical protein
DMAJDCCL_01574	CDS	1116				hypothetical protein
DMAJDCCL_01575	CDS	1929	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
DMAJDCCL_01576	CDS	435	infC		COG0290	Translation initiation factor IF-3
DMAJDCCL_01577	CDS	198	rpmI		COG0291	50S ribosomal protein L35
DMAJDCCL_01578	CDS	357	rplT		COG0292	50S ribosomal protein L20
DMAJDCCL_01579	CDS	984	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
DMAJDCCL_01580	CDS	2388	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
DMAJDCCL_01581	CDS	300	ihfA		COG0776	Integration host factor subunit alpha
DMAJDCCL_01582	CDS	141				hypothetical protein
DMAJDCCL_01583	CDS	261				hypothetical protein
DMAJDCCL_01584	CDS	981			COG3039	IS5 family transposase ISKpn26
DMAJDCCL_01585	CDS	1170				hypothetical protein
DMAJDCCL_01586	CDS	1110				hypothetical protein
DMAJDCCL_01587	CDS	1185	gpFI			Putative prophage major tail sheath protein
DMAJDCCL_01588	CDS	513				hypothetical protein
DMAJDCCL_01589	CDS	366				hypothetical protein
DMAJDCCL_01590	CDS	2808				hypothetical protein
DMAJDCCL_01591	CDS	489				hypothetical protein
DMAJDCCL_01592	CDS	573	cysE_2	2.3.1.30		Serine acetyltransferase
DMAJDCCL_01593	CDS	579	tfaE_1			Prophage tail fiber assembly protein TfaE
DMAJDCCL_01594	CDS	2133				hypothetical protein
DMAJDCCL_01595	CDS	531				hypothetical protein
DMAJDCCL_01596	CDS	897				hypothetical protein
DMAJDCCL_01597	CDS	351				hypothetical protein
DMAJDCCL_01598	CDS	582				hypothetical protein
DMAJDCCL_01599	CDS	645				hypothetical protein
DMAJDCCL_01600	CDS	468				hypothetical protein
DMAJDCCL_01601	CDS	1881				hypothetical protein
DMAJDCCL_01602	CDS	408				hypothetical protein
DMAJDCCL_01603	CDS	393				hypothetical protein
DMAJDCCL_01604	CDS	324				hypothetical protein
DMAJDCCL_01605	CDS	201				hypothetical protein
DMAJDCCL_01606	CDS	495				hypothetical protein
DMAJDCCL_01607	CDS	801				hypothetical protein
DMAJDCCL_01608	CDS	1053				hypothetical protein
DMAJDCCL_01609	CDS	837				hypothetical protein
DMAJDCCL_01610	CDS	1752				hypothetical protein
DMAJDCCL_01611	CDS	1047				hypothetical protein
DMAJDCCL_01612	CDS	264				hypothetical protein
DMAJDCCL_01613	CDS	432				hypothetical protein
DMAJDCCL_01614	CDS	315				hypothetical protein
DMAJDCCL_01615	CDS	960	parM_1			Plasmid segregation protein ParM
DMAJDCCL_01616	CDS	2841				hypothetical protein
DMAJDCCL_01617	CDS	390				hypothetical protein
DMAJDCCL_01618	CDS	231				hypothetical protein
DMAJDCCL_01619	CDS	300				hypothetical protein
DMAJDCCL_01620	CDS	246				hypothetical protein
DMAJDCCL_01621	CDS	204				hypothetical protein
DMAJDCCL_01622	CDS	321				hypothetical protein
DMAJDCCL_01623	CDS	114				hypothetical protein
DMAJDCCL_01624	CDS	243				hypothetical protein
DMAJDCCL_01625	CDS	288				hypothetical protein
DMAJDCCL_01626	CDS	339				hypothetical protein
DMAJDCCL_01627	CDS	279				hypothetical protein
DMAJDCCL_01628	CDS	312				hypothetical protein
DMAJDCCL_01629	CDS	936	xerC_1			Tyrosine recombinase XerC
DMAJDCCL_01630	CDS	396				hypothetical protein
DMAJDCCL_01631	CDS	981	btuC		COG4139	Vitamin B12 import system permease protein BtuC
DMAJDCCL_01632	CDS	552	btuE	1.11.1.15	COG0386	Thioredoxin/glutathione peroxidase BtuE
DMAJDCCL_01633	CDS	750	btuD_1	7.6.2.8	COG4138	Vitamin B12 import ATP-binding protein BtuD
DMAJDCCL_01634	CDS	465	mepS_2	3.4.-.-	COG0791	Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase
DMAJDCCL_01635	CDS	714	ydiV		COG2200	Putative anti-FlhC(2)FlhD(4) factor YdiV
DMAJDCCL_01636	CDS	1437	selO	2.7.7.-	COG0397	Protein adenylyltransferase SelO
DMAJDCCL_01637	CDS	192	ydiE		COG4256	putative protein YdiE
DMAJDCCL_01638	CDS	1047	aroH	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive
DMAJDCCL_01639	CDS	834	ppsR	2.7.11.33	COG1806	Phosphoenolpyruvate synthase regulatory protein
DMAJDCCL_01640	CDS	2379	ppsA	2.7.9.2	COG0574	Phosphoenolpyruvate synthase
DMAJDCCL_01641	CDS	1647	fadK	6.2.1.-	COG0318	Medium-chain fatty-acid--CoA ligase
DMAJDCCL_01642	CDS	294	fixX_2		COG2440	Ferredoxin-like protein FixX
DMAJDCCL_01643	CDS	1290		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
DMAJDCCL_01644	CDS	939	fixB_2		COG2025	Protein FixB
DMAJDCCL_01645	CDS	765	fixA_1		COG2086	Protein FixA
DMAJDCCL_01646	CDS	177				hypothetical protein
DMAJDCCL_01647	CDS	912	rhaS_3			HTH-type transcriptional activator RhaS
DMAJDCCL_01648	CDS	1152	caiA_1	1.3.8.13	COG1960	Crotonobetainyl-CoA reductase
DMAJDCCL_01649	CDS	1596	ydiF	2.8.3.8	COG4670	Acetate CoA-transferase YdiF
DMAJDCCL_01650	CDS	759	aroD	4.2.1.10	COG0710	3-dehydroquinate dehydratase
DMAJDCCL_01651	CDS	867	ydiB	1.1.1.282	COG0169	Quinate/shikimate dehydrogenase
DMAJDCCL_01652	CDS	1266	ydiN			Inner membrane transport protein YdiN
DMAJDCCL_01653	CDS	1215	ydiM			Inner membrane transport protein YdiM
DMAJDCCL_01654	CDS	357				hypothetical protein
DMAJDCCL_01655	CDS	1113	ydiK		COG0628	Putative transport protein YdiK
DMAJDCCL_01656	CDS	3057			COG0247	putative protein
DMAJDCCL_01657	CDS	411	menI	3.1.2.28	COG2050	1,4-dihydroxy-2-naphthoyl-CoA hydrolase
DMAJDCCL_01658	CDS	189				hypothetical protein
DMAJDCCL_01659	CDS	369	sufA		COG0316	Protein SufA
DMAJDCCL_01660	CDS	1488	sufB		COG0719	FeS cluster assembly protein SufB
DMAJDCCL_01661	CDS	747	sufC		COG0396	putative ATP-dependent transporter SufC
DMAJDCCL_01662	CDS	1272	sufD		COG0719	FeS cluster assembly protein SufD
DMAJDCCL_01663	CDS	1221	sufS	2.8.1.7	COG0520	Cysteine desulfurase
DMAJDCCL_01664	CDS	417	sufE		COG2166	Cysteine desulfuration protein SufE
DMAJDCCL_01665	CDS	1005	ynhG	2.-.-.-	COG1376	putative L,D-transpeptidase YnhG
DMAJDCCL_01666	CDS	237	lpp		COG4238	Major outer membrane prolipoprotein Lpp
DMAJDCCL_01667	CDS	1413	pykF	2.7.1.40	COG0469	Pyruvate kinase I
DMAJDCCL_01668	CDS	210	fumD	4.2.1.2		Fumarase D
DMAJDCCL_01669	CDS	627	ydhY		COG0437	putative ferredoxin-like protein YdhY
DMAJDCCL_01670	CDS	2103	ydhV	1.-.-.-	COG2414	putative oxidoreductase YdhV
DMAJDCCL_01671	CDS	639	ydhW			putative protein YdhW
DMAJDCCL_01672	CDS	669	ydhX_1		COG0437	putative ferredoxin-like protein YdhX
DMAJDCCL_01673	CDS	786	ydhU		COG4117	Putative cytochrome YdhU
DMAJDCCL_01674	CDS	765	ydhT			putative protein YdhT
DMAJDCCL_01675	CDS	1605				hypothetical protein
DMAJDCCL_01676	CDS	306	ydhR	1.-.-.-		Putative monooxygenase YdhR
DMAJDCCL_01677	tRNA	77				tRNA-Val(gac)
DMAJDCCL_01678	tRNA	77				tRNA-Val(gac)
DMAJDCCL_01679	CDS	1257				putative autotransporter
DMAJDCCL_01680	CDS	1374	mdtK		COG0534	Multidrug resistance protein MdtK
DMAJDCCL_01681	CDS	642	ribC	2.5.1.9	COG0307	Riboflavin synthase
DMAJDCCL_01682	CDS	1149	cfa	2.1.1.79	COG2230	Cyclopropane-fatty-acyl-phospholipid synthase
DMAJDCCL_01683	CDS	1212	ydhC			Inner membrane transport protein YdhC
DMAJDCCL_01684	CDS	933	yahB_1			putative HTH-type transcriptional regulator YahB
DMAJDCCL_01685	CDS	1026	purR_1		COG1609	HTH-type transcriptional repressor PurR
DMAJDCCL_01686	CDS	90	ynhF			putative protein YnhF
DMAJDCCL_01687	CDS	1170	ydhP		COG2814	Inner membrane transport protein YdhP
DMAJDCCL_01688	CDS	582	sodB	1.15.1.1	COG0605	Superoxide dismutase [Fe]
DMAJDCCL_01689	CDS	816	mepH	3.4.-.-	COG0791	Murein DD-endopeptidase MepH
DMAJDCCL_01690	CDS	348	grxD		COG0278	Glutaredoxin 4
DMAJDCCL_01691	CDS	4617	srmB_2	3.6.4.13		ATP-dependent RNA helicase SrmB
DMAJDCCL_01692	CDS	648	rnt	3.1.13.-	COG0847	Ribonuclease T
DMAJDCCL_01693	CDS	408	gloA	4.4.1.5	COG0346	Lactoylglutathione lyase
DMAJDCCL_01694	CDS	1098	nemA	1.3.1.-	COG1902	N-ethylmaleimide reductase
DMAJDCCL_01695	CDS	600	nemR			HTH-type transcriptional repressor NemR
DMAJDCCL_01696	CDS	240				hypothetical protein
DMAJDCCL_01697	CDS	897	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
DMAJDCCL_01698	CDS	522	sodC	1.15.1.1	COG2032	Superoxide dismutase [Cu-Zn]
DMAJDCCL_01699	CDS	2013	aaeB_1			p-hydroxybenzoic acid efflux pump subunit AaeB
DMAJDCCL_01700	CDS	858	aaeA_1		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
DMAJDCCL_01701	CDS	237				hypothetical protein
DMAJDCCL_01702	CDS	435	slyA		COG1846	Transcriptional regulator SlyA
DMAJDCCL_01703	CDS	468	slyB		COG3133	Outer membrane lipoprotein SlyB
DMAJDCCL_01704	CDS	1110	anmK	2.7.1.170	COG2377	Anhydro-N-acetylmuramic acid kinase
DMAJDCCL_01705	CDS	324	mliC		COG3895	Membrane-bound lysozyme inhibitor of C-type lysozyme
DMAJDCCL_01706	CDS	657	pdxH	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
DMAJDCCL_01707	CDS	1275	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
DMAJDCCL_01708	CDS	861	pdxY	2.7.1.35	COG2240	Pyridoxal kinase PdxY
DMAJDCCL_01709	CDS	606	gstA	2.5.1.18	COG0625	Glutathione S-transferase GstA
DMAJDCCL_01710	CDS	1503	dtpA		COG3104	Dipeptide and tripeptide permease A
DMAJDCCL_01711	CDS	201				hypothetical protein
DMAJDCCL_01712	CDS	636	nth	4.2.99.18	COG0177	Endonuclease III
DMAJDCCL_01713	CDS	696	rsxE	7.-.-.-	COG4660	Ion-translocating oxidoreductase complex subunit E
DMAJDCCL_01714	CDS	621	rsxG	7.-.-.-	COG4659	Ion-translocating oxidoreductase complex subunit G
DMAJDCCL_01715	CDS	1059	rsxD	7.-.-.-	COG4658	Ion-translocating oxidoreductase complex subunit D
DMAJDCCL_01716	CDS	2127	rsxC	7.-.-.-	COG4656	Ion-translocating oxidoreductase complex subunit C
DMAJDCCL_01717	CDS	579	rsxB	7.-.-.-	COG2878	Ion-translocating oxidoreductase complex subunit B
DMAJDCCL_01718	CDS	582	rsxA	7.-.-.-	COG4657	Ion-translocating oxidoreductase complex subunit A
DMAJDCCL_01719	CDS	441	ydgK			Inner membrane protein YdgK
DMAJDCCL_01720	CDS	216	cnu			OriC-binding nucleoid-associated protein
DMAJDCCL_01721	CDS	1041	ydgJ	1.-.-.-	COG0673	putative oxidoreductase YdgJ
DMAJDCCL_01722	CDS	1002	add	3.5.4.4	COG1816	Adenosine deaminase
DMAJDCCL_01723	CDS	1173	malY		COG1168	Protein MalY
DMAJDCCL_01724	CDS	1593	malX		COG1263	PTS system maltose-specific EIICB component
DMAJDCCL_01725	CDS	1029	malI		COG1609	Maltose regulon regulatory protein MalI
DMAJDCCL_01726	CDS	768	hdhA	1.1.1.159		7-alpha-hydroxysteroid dehydrogenase
DMAJDCCL_01727	CDS	579				hypothetical protein
DMAJDCCL_01728	CDS	1812	uidA	3.2.1.31	COG3250	Beta-glucuronidase
DMAJDCCL_01729	CDS	1374	uidB		COG2211	Glucuronide carrier protein
DMAJDCCL_01730	CDS	1266	uidC			Membrane-associated protein UidC
DMAJDCCL_01731	CDS	1509	ydgA_1		COG5339	Protein YdgA
DMAJDCCL_01732	CDS	1176	manA	5.3.1.8	COG1482	Mannose-6-phosphate isomerase
DMAJDCCL_01733	CDS	1647	fumA	4.2.1.2	COG1838	Fumarate hydratase class I, aerobic
DMAJDCCL_01734	CDS	1404	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
DMAJDCCL_01735	CDS	930	tus			DNA replication terminus site-binding protein
DMAJDCCL_01736	CDS	1302	rstB	2.7.13.3		Sensor protein RstB
DMAJDCCL_01737	CDS	720	rstA		COG0745	Transcriptional regulatory protein RstA
DMAJDCCL_01738	CDS	336	ydgC		COG3136	Inner membrane protein YdgC
DMAJDCCL_01739	CDS	723	folM	1.5.1.50	COG1028	Dihydromonapterin reductase
DMAJDCCL_01740	CDS	1383	ydgI		COG0531	Putative arginine/ornithine antiporter
DMAJDCCL_01741	CDS	945	ydgH			Protein YdgH
DMAJDCCL_01742	CDS	1533	pntA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha
DMAJDCCL_01743	CDS	1389	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
DMAJDCCL_01744	CDS	1035	tqsA		COG0628	AI-2 transport protein TqsA
DMAJDCCL_01745	CDS	366	mdtJ		COG2076	Spermidine export protein MdtJ
DMAJDCCL_01746	CDS	330	mdtI		COG2076	Spermidine export protein MdtI
DMAJDCCL_01747	CDS	822				hypothetical protein
DMAJDCCL_01748	CDS	309	asr			Acid shock protein
DMAJDCCL_01749	CDS	1254	ynfM			Inner membrane transport protein YnfM
DMAJDCCL_01750	CDS	894	hcaR_3			Hca operon transcriptional activator HcaR
DMAJDCCL_01751	CDS	1221	mlc_2		COG1940	Protein mlc
DMAJDCCL_01752	CDS	696	bioD1_1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
DMAJDCCL_01753	CDS	1194	clcB		COG0038	Voltage-gated ClC-type chloride channel ClcB
DMAJDCCL_01754	CDS	615	dmsD		COG3381	Tat proofreading chaperone DmsD
DMAJDCCL_01755	CDS	855	dmsC_1		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
DMAJDCCL_01756	CDS	555	dmsB_1		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
DMAJDCCL_01757	CDS	1164	xerD_2			Tyrosine recombinase XerD
DMAJDCCL_01758	CDS	252				hypothetical protein
DMAJDCCL_01759	CDS	681				hypothetical protein
DMAJDCCL_01760	CDS	786				hypothetical protein
DMAJDCCL_01761	CDS	297				hypothetical protein
DMAJDCCL_01762	CDS	2073	recE	3.1.11.-		Exodeoxyribonuclease 8
DMAJDCCL_01763	CDS	387				hypothetical protein
DMAJDCCL_01764	CDS	222	kilR			Killing protein KilR
DMAJDCCL_01765	CDS	210				hypothetical protein
DMAJDCCL_01766	CDS	360				hypothetical protein
DMAJDCCL_01767	CDS	714				hypothetical protein
DMAJDCCL_01768	CDS	384				hypothetical protein
DMAJDCCL_01769	CDS	777				hypothetical protein
DMAJDCCL_01770	CDS	543				hypothetical protein
DMAJDCCL_01771	CDS	714	lexA_2	3.4.21.88		LexA repressor
DMAJDCCL_01772	CDS	201				hypothetical protein
DMAJDCCL_01773	CDS	297				hypothetical protein
DMAJDCCL_01774	CDS	219				hypothetical protein
DMAJDCCL_01775	CDS	1083				hypothetical protein
DMAJDCCL_01776	CDS	741	dnaC_1		COG1484	DNA replication protein DnaC
DMAJDCCL_01777	CDS	771				hypothetical protein
DMAJDCCL_01778	CDS	396				hypothetical protein
DMAJDCCL_01779	CDS	585				hypothetical protein
DMAJDCCL_01780	CDS	105				hypothetical protein
DMAJDCCL_01781	CDS	156				hypothetical protein
DMAJDCCL_01782	CDS	213				hypothetical protein
DMAJDCCL_01783	CDS	180				hypothetical protein
DMAJDCCL_01784	CDS	486				hypothetical protein
DMAJDCCL_01785	CDS	318				hypothetical protein
DMAJDCCL_01786	CDS	255				hypothetical protein
DMAJDCCL_01787	CDS	672				hypothetical protein
DMAJDCCL_01788	CDS	411				hypothetical protein
DMAJDCCL_01789	CDS	294	ybcO_1	3.1.-.-		Putative nuclease YbcO
DMAJDCCL_01790	CDS	363	rusA_2	3.1.22.4	COG4570	Crossover junction endodeoxyribonuclease RusA
DMAJDCCL_01791	CDS	195				hypothetical protein
DMAJDCCL_01792	CDS	477				hypothetical protein
DMAJDCCL_01793	CDS	1911				hypothetical protein
DMAJDCCL_01794	CDS	246				hypothetical protein
DMAJDCCL_01795	CDS	216				hypothetical protein
DMAJDCCL_01796	CDS	534	rrrD_2	3.2.1.17	COG3772	Lysozyme RrrD
DMAJDCCL_01797	CDS	114				hypothetical protein
DMAJDCCL_01798	CDS	516				hypothetical protein
DMAJDCCL_01799	CDS	582	ais_2	3.1.3.-		Lipopolysaccharide core heptose(II)-phosphate phosphatase
DMAJDCCL_01800	CDS	816				hypothetical protein
DMAJDCCL_01801	CDS	1707				hypothetical protein
DMAJDCCL_01802	CDS	2145				hypothetical protein
DMAJDCCL_01803	CDS	1008				hypothetical protein
DMAJDCCL_01804	CDS	1215				hypothetical protein
DMAJDCCL_01805	CDS	390				hypothetical protein
DMAJDCCL_01806	CDS	462				hypothetical protein
DMAJDCCL_01807	CDS	564				hypothetical protein
DMAJDCCL_01808	CDS	651				hypothetical protein
DMAJDCCL_01809	CDS	1908				hypothetical protein
DMAJDCCL_01810	CDS	546				hypothetical protein
DMAJDCCL_01811	CDS	228				hypothetical protein
DMAJDCCL_01812	CDS	1626				hypothetical protein
DMAJDCCL_01813	CDS	1269				hypothetical protein
DMAJDCCL_01814	CDS	279				hypothetical protein
DMAJDCCL_01815	CDS	618				hypothetical protein
DMAJDCCL_01816	CDS	738				hypothetical protein
DMAJDCCL_01817	CDS	141				hypothetical protein
DMAJDCCL_01818	CDS	402				hypothetical protein
DMAJDCCL_01819	CDS	657				hypothetical protein
DMAJDCCL_01820	CDS	447				hypothetical protein
DMAJDCCL_01821	CDS	252				hypothetical protein
DMAJDCCL_01822	CDS	1266				hypothetical protein
DMAJDCCL_01823	CDS	8352				hypothetical protein
DMAJDCCL_01824	CDS	276				hypothetical protein
DMAJDCCL_01825	CDS	504				hypothetical protein
DMAJDCCL_01826	CDS	516				hypothetical protein
DMAJDCCL_01827	CDS	837				hypothetical protein
DMAJDCCL_01828	CDS	285				hypothetical protein
DMAJDCCL_01829	CDS	222				hypothetical protein
DMAJDCCL_01830	CDS	636				hypothetical protein
DMAJDCCL_01831	CDS	114	dmsB_2		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
DMAJDCCL_01832	CDS	2397	ynfF	1.8.99.-	COG1104	putative dimethyl sulfoxide reductase chain YnfF
DMAJDCCL_01833	CDS	2427	ynfE	1.8.99.-	COG0243	Putative dimethyl sulfoxide reductase chain YnfE
DMAJDCCL_01834	CDS	306	ynfD			putative protein YnfD
DMAJDCCL_01835	CDS	747				hypothetical protein
DMAJDCCL_01836	CDS	561	speG	2.3.1.57	COG1670	Spermidine N(1)-acetyltransferase
DMAJDCCL_01837	CDS	342				hypothetical protein
DMAJDCCL_01838	CDS	327				hypothetical protein
DMAJDCCL_01839	CDS	1215	rspA_1		COG4948	Starvation-sensing protein RspA
DMAJDCCL_01840	CDS	1020	rspB	1.1.1.-	COG1063	Starvation-sensing protein RspB
DMAJDCCL_01841	CDS	1368	ydfJ			Putative transporter YdfJ
DMAJDCCL_01842	CDS	1461	por_2	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
DMAJDCCL_01843	CDS	204	ydfZ			Putative selenoprotein YdfZ
DMAJDCCL_01844	CDS	687	rspR		COG1802	HTH-type transcriptional repressor RspR
DMAJDCCL_01845	CDS	747	ydfG	1.1.1.381	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
DMAJDCCL_01846	CDS	2046	dcp	3.4.15.5	COG0339	Dipeptidyl carboxypeptidase
DMAJDCCL_01847	CDS	519	pncC_3	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
DMAJDCCL_01848	CDS	393	ygiW_2		COG3111	Protein YgiW
DMAJDCCL_01849	CDS	891	dgcZ	2.7.7.65	COG2199	Diguanylate cyclase DgcZ
DMAJDCCL_01850	CDS	96	mgtS			Small protein MgtS
DMAJDCCL_01851	CDS	1188	mdrP			Na(+), Li(+), K(+)/H(+) antiporter
DMAJDCCL_01852	CDS	900	eamA		COG0697	putative amino-acid metabolite efflux pump
DMAJDCCL_01853	CDS	699	mngR_1		COG2188	Mannosyl-D-glycerate transport/metabolism system repressor MngR
DMAJDCCL_01854	CDS	312	celA	2.7.1.205		PTS system cellobiose-specific EIIB component
DMAJDCCL_01855	CDS	1323	chbC_2		COG1455	PTS system N,N'-diacetylchitobiose-specific EIIC component
DMAJDCCL_01856	CDS	312	chbA_2		COG1447	PTS system N,N'-diacetylchitobiose-specific EIIA component
DMAJDCCL_01857	CDS	1674	bglH_2		COG4580	Cryptic outer membrane porin BglH
DMAJDCCL_01858	CDS	1440	bglA_2	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglA
DMAJDCCL_01859	CDS	219				hypothetical protein
DMAJDCCL_01860	CDS	384	marA			Multiple antibiotic resistance protein MarA
DMAJDCCL_01861	CDS	435	marR		COG1846	Multiple antibiotic resistance protein MarR
DMAJDCCL_01862	CDS	666				hypothetical protein
DMAJDCCL_01863	CDS	1191	sotB		COG2814	Sugar efflux transporter
DMAJDCCL_01864	CDS	225				hypothetical protein
DMAJDCCL_01865	CDS	486				hypothetical protein
DMAJDCCL_01866	CDS	459				hypothetical protein
DMAJDCCL_01867	CDS	882	gltR		COG0583	HTH-type transcriptional regulator GltR
DMAJDCCL_01868	CDS	1389	sad	1.2.1.16	COG1012	Succinate semialdehyde dehydrogenase [NAD(P)+] Sad
DMAJDCCL_01869	CDS	927	glsA2	3.5.1.2	COG2066	Glutaminase 2
DMAJDCCL_01870	CDS	360				hypothetical protein
DMAJDCCL_01871	CDS	1419				hypothetical protein
DMAJDCCL_01872	CDS	1452	uxaB	1.1.1.58	COG0246	Altronate oxidoreductase
DMAJDCCL_01873	CDS	915				hypothetical protein
DMAJDCCL_01874	CDS	759	tam	2.1.1.144	COG4106	Trans-aconitate 2-methyltransferase
DMAJDCCL_01875	CDS	291	lsrG	5.3.1.32	COG1359	(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase
DMAJDCCL_01876	CDS	876	lsrF	2.3.1.245	COG1830	3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase
DMAJDCCL_01877	CDS	1023	lsrB_1			Autoinducer 2-binding protein LsrB
